ID_Pedido,Data_Pedido,Ano,Trimestre,Mes,Mes_Nome,Semana_Ano,Dia_Semana,ID_Cliente,Segmento,Pais,Estado,Cidade,ID_Produto,Categoria,SubCategoria,Valor_Venda
CA-2018-123372,2018-11-28,2018,4,11,November,48,Wednesday,DG-13300,Corporate,United States,New York,New York City,OFF-EN-10003055,Office Supplies,Envelopes,79.96
CA-2018-159604,2018-04-14,2018,2,4,April,15,Saturday,CL-12700,Home Office,United States,Missouri,Springfield,OFF-BI-10003460,Office Supplies,Binders,8.76
CA-2017-164784,2017-05-01,2017,2,5,May,18,Monday,HF-14995,Consumer,United States,Tennessee,Memphis,OFF-LA-10001569,Office Supplies,Labels,3.984
CA-2017-164784,2017-05-01,2017,2,5,May,18,Monday,HF-14995,Consumer,United States,Tennessee,Memphis,FUR-TA-10004534,Furniture,Tables,370.62
CA-2017-164784,2017-05-01,2017,2,5,May,18,Monday,HF-14995,Consumer,United States,Tennessee,Memphis,OFF-BI-10002954,Office Supplies,Binders,2.742
CA-2017-111794,2017-10-01,2017,4,10,October,39,Sunday,HG-15025,Consumer,United States,Texas,Amarillo,TEC-AC-10003832,Technology,Accessories,79.512
CA-2017-111794,2017-10-01,2017,4,10,October,39,Sunday,HG-15025,Consumer,United States,Texas,Amarillo,OFF-PA-10000474,Office Supplies,Paper,28.352
US-2016-139759,2016-08-25,2016,3,8,August,34,Thursday,NL-18310,Home Office,United States,California,Los Angeles,FUR-CH-10002774,Furniture,Chairs,40.784
US-2016-139759,2016-08-25,2016,3,8,August,34,Thursday,NL-18310,Home Office,United States,California,Los Angeles,OFF-AP-10002765,Office Supplies,Appliances,105.96
CA-2015-126403,2015-09-09,2015,3,9,September,37,Wednesday,RR-19525,Corporate,United States,Massachusetts,Lowell,OFF-PA-10001144,Office Supplies,Paper,166.44
CA-2015-126403,2015-09-09,2015,3,9,September,37,Wednesday,RR-19525,Corporate,United States,Massachusetts,Lowell,FUR-CH-10003761,Furniture,Chairs,785.88
CA-2015-126403,2015-09-09,2015,3,9,September,37,Wednesday,RR-19525,Corporate,United States,Massachusetts,Lowell,OFF-PA-10004665,Office Supplies,Paper,26.2
CA-2015-126403,2015-09-09,2015,3,9,September,37,Wednesday,RR-19525,Corporate,United States,Massachusetts,Lowell,OFF-ST-10000078,Office Supplies,Storage,1325.85
CA-2018-136875,2018-12-03,2018,4,12,December,49,Monday,TC-21295,Consumer,United States,California,San Diego,OFF-PA-10000357,Office Supplies,Paper,166.44
CA-2018-132185,2018-11-27,2018,4,11,November,48,Tuesday,DB-13615,Consumer,United States,North Carolina,Asheville,OFF-AR-10000422,Office Supplies,Art,8.76
CA-2018-132185,2018-11-27,2018,4,11,November,48,Tuesday,DB-13615,Consumer,United States,North Carolina,Asheville,OFF-AP-10001205,Office Supplies,Appliances,43.584
US-2015-160780,2015-06-21,2015,2,6,June,25,Sunday,SV-20785,Consumer,United States,Colorado,Pueblo,OFF-BI-10001116,Office Supplies,Binders,11.088
US-2015-160780,2015-06-21,2015,2,6,June,25,Sunday,SV-20785,Consumer,United States,Colorado,Pueblo,OFF-BI-10002931,Office Supplies,Binders,25.164
CA-2018-127026,2018-01-21,2018,1,1,January,3,Sunday,MH-18115,Home Office,United States,Michigan,Jackson,OFF-BI-10000546,Office Supplies,Binders,14.4
CA-2018-127026,2018-01-21,2018,1,1,January,3,Sunday,MH-18115,Home Office,United States,Michigan,Jackson,TEC-AC-10002049,Technology,Accessories,619.95
CA-2018-127026,2018-01-21,2018,1,1,January,3,Sunday,MH-18115,Home Office,United States,Michigan,Jackson,OFF-BI-10001196,Office Supplies,Binders,89.52
CA-2018-127026,2018-01-21,2018,1,1,January,3,Sunday,MH-18115,Home Office,United States,Michigan,Jackson,TEC-MA-10002981,Technology,Machines,350.973
CA-2018-127026,2018-01-21,2018,1,1,January,3,Sunday,MH-18115,Home Office,United States,Michigan,Jackson,TEC-PH-10003601,Technology,Phones,164.99
CA-2018-137085,2018-06-29,2018,2,6,June,26,Friday,CT-11995,Consumer,United States,California,Los Angeles,OFF-BI-10000632,Office Supplies,Binders,312.552
CA-2017-133123,2017-09-06,2017,3,9,September,36,Wednesday,KB-16315,Consumer,United States,North Carolina,Thomasville,OFF-EN-10003055,Office Supplies,Envelopes,95.952
CA-2017-133123,2017-09-06,2017,3,9,September,36,Wednesday,KB-16315,Consumer,United States,North Carolina,Thomasville,OFF-BI-10001031,Office Supplies,Binders,3.204
US-2017-128195,2017-08-04,2017,3,8,August,31,Friday,RA-19285,Consumer,United States,Illinois,Peoria,OFF-BI-10002003,Office Supplies,Binders,3.98
CA-2016-153220,2016-11-12,2016,4,11,November,45,Saturday,YC-21895,Corporate,United States,California,Los Angeles,OFF-PA-10003016,Office Supplies,Paper,15.7
CA-2015-123064,2015-06-30,2015,2,6,June,27,Tuesday,RA-19915,Consumer,United States,Illinois,Chicago,OFF-AR-10004582,Office Supplies,Art,5.248
CA-2018-156412,2018-12-04,2018,4,12,December,49,Tuesday,CM-12160,Consumer,United States,Pennsylvania,Philadelphia,OFF-BI-10004364,Office Supplies,Binders,5.346
US-2017-144211,2017-08-28,2017,3,8,August,35,Monday,CS-12130,Consumer,United States,Colorado,Englewood,OFF-PA-10002246,Office Supplies,Paper,15.48
US-2017-144211,2017-08-28,2017,3,8,August,35,Monday,CS-12130,Consumer,United States,Colorado,Englewood,TEC-PH-10002890,Technology,Phones,108.576
CA-2017-138079,2017-01-22,2017,1,1,January,3,Sunday,AJ-10795,Corporate,United States,Washington,Seattle,FUR-FU-10001475,Furniture,Furnishings,109.9
CA-2015-143182,2015-10-15,2015,4,10,October,42,Thursday,DL-12865,Consumer,United States,Florida,Hialeah,FUR-FU-10004270,Furniture,Furnishings,15.384
CA-2017-161662,2017-02-07,2017,1,2,February,6,Tuesday,BE-11410,Consumer,United States,Ohio,Lancaster,OFF-PA-10003465,Office Supplies,Paper,30.352
CA-2015-145317,2015-03-18,2015,1,3,March,12,Wednesday,SM-20320,Home Office,United States,Florida,Jacksonville,TEC-MA-10003626,Technology,Machines,821.3
CA-2015-145317,2015-03-18,2015,1,3,March,12,Wednesday,SM-20320,Home Office,United States,Florida,Jacksonville,TEC-MA-10002412,Technology,Machines,22638.48
CA-2015-145317,2015-03-18,2015,1,3,March,12,Wednesday,SM-20320,Home Office,United States,Florida,Jacksonville,OFF-PA-10001804,Office Supplies,Paper,21.376
CA-2015-145317,2015-03-18,2015,1,3,March,12,Wednesday,SM-20320,Home Office,United States,Florida,Jacksonville,OFF-AR-10003183,Office Supplies,Art,8.016
CA-2015-145317,2015-03-18,2015,1,3,March,12,Wednesday,SM-20320,Home Office,United States,Florida,Jacksonville,FUR-FU-10004270,Furniture,Furnishings,30.768
CA-2015-145317,2015-03-18,2015,1,3,March,12,Wednesday,SM-20320,Home Office,United States,Florida,Jacksonville,OFF-FA-10003112,Office Supplies,Fasteners,18.936
CA-2015-145317,2015-03-18,2015,1,3,March,12,Wednesday,SM-20320,Home Office,United States,Florida,Jacksonville,FUR-FU-10001986,Furniture,Furnishings,122.352
CA-2015-143413,2015-05-24,2015,2,5,May,21,Sunday,RP-19390,Consumer,United States,Maryland,Baltimore,OFF-PA-10002319,Office Supplies,Paper,116.28
CA-2018-156818,2018-07-11,2018,3,7,July,28,Wednesday,JD-16015,Consumer,United States,New York,New York City,TEC-AC-10002323,Technology,Accessories,132.6
CA-2018-155873,2018-06-16,2018,2,6,June,24,Saturday,AB-10255,Home Office,United States,New Mexico,Carlsbad,OFF-SU-10001165,Office Supplies,Supplies,16.68
CA-2018-155873,2018-06-16,2018,2,6,June,24,Saturday,AB-10255,Home Office,United States,New Mexico,Carlsbad,OFF-PA-10001246,Office Supplies,Paper,19.44
CA-2018-155873,2018-06-16,2018,2,6,June,24,Saturday,AB-10255,Home Office,United States,New Mexico,Carlsbad,OFF-PA-10001815,Office Supplies,Paper,192.16
CA-2016-121797,2016-01-30,2016,1,1,January,4,Saturday,CC-12145,Consumer,United States,California,Los Angeles,FUR-FU-10001876,Furniture,Furnishings,227.36
CA-2016-121797,2016-01-30,2016,1,1,January,4,Saturday,CC-12145,Consumer,United States,California,Los Angeles,TEC-MA-10000488,Technology,Machines,1919.976
US-2016-120572,2016-12-11,2016,4,12,December,49,Sunday,GH-14425,Consumer,United States,Florida,Jacksonville,OFF-BI-10001098,Office Supplies,Binders,12.828
CA-2018-132430,2018-10-09,2018,4,10,October,41,Tuesday,CP-12085,Corporate,United States,Ohio,Lakewood,FUR-FU-10003577,Furniture,Furnishings,45.888
CA-2018-146031,2018-07-29,2018,3,7,July,30,Sunday,GM-14440,Consumer,United States,New York,Troy,OFF-AR-10002656,Office Supplies,Art,60.12
CA-2015-110100,2015-04-25,2015,2,4,April,17,Saturday,LC-16885,Consumer,United States,North Carolina,Wilmington,TEC-PH-10004531,Technology,Phones,302.376
CA-2016-103723,2016-12-01,2016,4,12,December,48,Thursday,BT-11305,Home Office,United States,Washington,Seattle,OFF-AR-10003251,Office Supplies,Art,13.9
CA-2015-127187,2015-12-04,2015,4,12,December,49,Friday,CP-12085,Corporate,United States,New York,New York City,TEC-PH-10000673,Technology,Phones,129.98
CA-2018-128475,2018-08-26,2018,3,8,August,34,Sunday,SC-20680,Home Office,United States,Georgia,Columbus,TEC-AC-10000158,Technology,Accessories,71.98
CA-2015-100006,2015-09-07,2015,3,9,September,37,Monday,DK-13375,Consumer,United States,New York,New York City,TEC-PH-10002075,Technology,Phones,377.97
CA-2018-144827,2018-12-21,2018,4,12,December,51,Friday,SE-20110,Consumer,United States,California,Costa Mesa,OFF-ST-10004340,Office Supplies,Storage,124.36
CA-2015-110030,2015-12-06,2015,4,12,December,49,Sunday,LF-17185,Consumer,United States,Texas,Houston,FUR-FU-10002759,Furniture,Furnishings,23.976
CA-2015-121286,2015-11-04,2015,4,11,November,45,Wednesday,ON-18715,Corporate,United States,North Carolina,Cary,OFF-FA-10000585,Office Supplies,Fasteners,8.376
CA-2015-121286,2015-11-04,2015,4,11,November,45,Wednesday,ON-18715,Corporate,United States,North Carolina,Cary,OFF-AP-10004859,Office Supplies,Appliances,58.24
CA-2017-164735,2017-04-14,2017,2,4,April,15,Friday,TB-21400,Consumer,United States,Virginia,Alexandria,OFF-ST-10001558,Office Supplies,Storage,81.2
CA-2015-153479,2015-10-04,2015,4,10,October,40,Sunday,DF-13135,Consumer,United States,California,Vallejo,OFF-LA-10004689,Office Supplies,Labels,14.45
CA-2015-153479,2015-10-04,2015,4,10,October,40,Sunday,DF-13135,Consumer,United States,California,Vallejo,OFF-BI-10002867,Office Supplies,Binders,95.648
CA-2018-149888,2018-11-07,2018,4,11,November,45,Wednesday,EP-13915,Consumer,United States,Pennsylvania,Philadelphia,TEC-PH-10003811,Technology,Phones,359.97
CA-2018-149888,2018-11-07,2018,4,11,November,45,Wednesday,EP-13915,Consumer,United States,Pennsylvania,Philadelphia,FUR-TA-10000849,Furniture,Tables,350.352
CA-2018-119193,2018-12-22,2018,4,12,December,51,Saturday,SK-19990,Consumer,United States,Ohio,Toledo,OFF-BI-10000848,Office Supplies,Binders,1.641
CA-2018-119193,2018-12-22,2018,4,12,December,51,Saturday,SK-19990,Consumer,United States,Ohio,Toledo,TEC-PH-10003072,Technology,Phones,629.958
CA-2018-104801,2018-02-13,2018,1,2,February,7,Tuesday,FH-14350,Consumer,United States,Washington,Seattle,OFF-AR-10001547,Office Supplies,Art,6.63
CA-2018-104801,2018-02-13,2018,1,2,February,7,Tuesday,FH-14350,Consumer,United States,Washington,Seattle,TEC-AC-10001838,Technology,Accessories,799.96
CA-2018-104801,2018-02-13,2018,1,2,February,7,Tuesday,FH-14350,Consumer,United States,Washington,Seattle,FUR-FU-10004017,Furniture,Furnishings,107.53
CA-2015-107594,2015-07-02,2015,3,7,July,27,Thursday,EH-13945,Consumer,United States,New Jersey,Plainfield,TEC-PH-10002923,Technology,Phones,73.98
CA-2015-107594,2015-07-02,2015,3,7,July,27,Thursday,EH-13945,Consumer,United States,New Jersey,Plainfield,OFF-AR-10000716,Office Supplies,Art,5.58
CA-2016-129770,2016-02-21,2016,1,2,February,7,Sunday,JE-15715,Consumer,United States,New Mexico,Las Cruces,OFF-PA-10000249,Office Supplies,Paper,49.12
CA-2016-115798,2016-11-13,2016,4,11,November,45,Sunday,KL-16645,Consumer,United States,Delaware,Newark,TEC-PH-10003691,Technology,Phones,377.97
CA-2016-115798,2016-11-13,2016,4,11,November,45,Sunday,KL-16645,Consumer,United States,Delaware,Newark,OFF-PA-10001560,Office Supplies,Paper,42.28
CA-2016-115798,2016-11-13,2016,4,11,November,45,Sunday,KL-16645,Consumer,United States,Delaware,Newark,FUR-BO-10004467,Furniture,Bookcases,299.97
CA-2016-115798,2016-11-13,2016,4,11,November,45,Sunday,KL-16645,Consumer,United States,Delaware,Newark,TEC-PH-10001819,Technology,Phones,89.98
CA-2018-122707,2018-04-16,2018,2,4,April,16,Monday,EB-13750,Corporate,United States,Alabama,Hoover,OFF-SU-10000157,Office Supplies,Supplies,477.24
CA-2018-122707,2018-04-16,2018,2,4,April,16,Monday,EB-13750,Corporate,United States,Alabama,Hoover,TEC-AC-10004227,Technology,Accessories,25.98
CA-2017-165015,2017-02-25,2017,1,2,February,8,Saturday,BD-11725,Consumer,United States,Ohio,Newark,OFF-EN-10003134,Office Supplies,Envelopes,46.72
CA-2015-149244,2015-11-04,2015,4,11,November,45,Wednesday,MS-17530,Consumer,United States,California,San Diego,FUR-FU-10004671,Furniture,Furnishings,35.34
CA-2016-140144,2016-06-20,2016,2,6,June,25,Monday,SC-20770,Corporate,United States,California,San Francisco,FUR-FU-10002253,Furniture,Furnishings,257.64
CA-2016-140144,2016-06-20,2016,2,6,June,25,Monday,SC-20770,Corporate,United States,California,San Francisco,TEC-PH-10002726,Technology,Phones,125.976
CA-2018-163321,2018-08-07,2018,3,8,August,32,Tuesday,FM-14380,Consumer,United States,North Carolina,Jacksonville,TEC-AC-10004571,Technology,Accessories,79.992
CA-2015-155887,2015-05-12,2015,2,5,May,20,Tuesday,KT-16480,Consumer,United States,Massachusetts,Franklin,FUR-TA-10002228,Furniture,Tables,700.056
US-2016-165449,2016-11-22,2016,4,11,November,47,Tuesday,AP-10720,Home Office,United States,Texas,Frisco,TEC-AC-10004127,Technology,Accessories,27.168
CA-2016-110247,2016-12-04,2016,4,12,December,48,Sunday,RH-19555,Consumer,United States,Florida,Tallahassee,OFF-BI-10001553,Office Supplies,Binders,8.226
US-2015-141257,2015-06-08,2015,2,6,June,24,Monday,CS-11950,Consumer,United States,Washington,Seattle,FUR-CH-10002758,Furniture,Chairs,585.552
CA-2015-154669,2015-08-08,2015,3,8,August,32,Saturday,TM-21010,Consumer,United States,California,Vacaville,OFF-ST-10000532,Office Supplies,Storage,423.28
CA-2015-158029,2015-05-26,2015,2,5,May,22,Tuesday,HF-14995,Consumer,United States,California,Los Angeles,FUR-CH-10000988,Furniture,Chairs,225.296
CA-2016-155306,2016-04-17,2016,2,4,April,15,Sunday,GA-14515,Consumer,United States,California,San Francisco,OFF-AR-10003251,Office Supplies,Art,5.56
CA-2016-155306,2016-04-17,2016,2,4,April,15,Sunday,GA-14515,Consumer,United States,California,San Francisco,TEC-AC-10003174,Technology,Accessories,323.37
CA-2016-155306,2016-04-17,2016,2,4,April,15,Sunday,GA-14515,Consumer,United States,California,San Francisco,TEC-PH-10002310,Technology,Phones,783.96
CA-2016-155306,2016-04-17,2016,2,4,April,15,Sunday,GA-14515,Consumer,United States,California,San Francisco,OFF-AP-10002651,Office Supplies,Appliances,1447.65
CA-2016-155306,2016-04-17,2016,2,4,April,15,Sunday,GA-14515,Consumer,United States,California,San Francisco,OFF-PA-10001184,Office Supplies,Paper,11.96
CA-2017-127775,2017-06-11,2017,2,6,June,23,Sunday,ES-14020,Consumer,United States,New York,New York City,TEC-AC-10002402,Technology,Accessories,239.97
CA-2017-146171,2017-03-11,2017,1,3,March,10,Saturday,JP-16135,Home Office,United States,Georgia,Columbus,FUR-FU-10004270,Furniture,Furnishings,76.92
CA-2017-146171,2017-03-11,2017,1,3,March,10,Saturday,JP-16135,Home Office,United States,Georgia,Columbus,OFF-ST-10001526,Office Supplies,Storage,481.32
CA-2015-129574,2015-05-26,2015,2,5,May,22,Tuesday,Dp-13240,Home Office,United States,Utah,Murray,OFF-PA-10002893,Office Supplies,Paper,48.4
CA-2018-126536,2018-10-12,2018,4,10,October,41,Friday,NK-18490,Home Office,United States,California,San Francisco,TEC-AC-10003709,Technology,Accessories,0.99
CA-2018-126536,2018-10-12,2018,4,10,October,41,Friday,NK-18490,Home Office,United States,California,San Francisco,OFF-BI-10001191,Office Supplies,Binders,101.84
CA-2018-165757,2018-06-22,2018,2,6,June,25,Friday,PL-18925,Home Office,United States,Pennsylvania,Philadelphia,OFF-BI-10003166,Office Supplies,Binders,10.332
CA-2018-165757,2018-06-22,2018,2,6,June,25,Friday,PL-18925,Home Office,United States,Pennsylvania,Philadelphia,OFF-BI-10003982,Office Supplies,Binders,31.155
CA-2018-165757,2018-06-22,2018,2,6,June,25,Friday,PL-18925,Home Office,United States,Pennsylvania,Philadelphia,OFF-ST-10004835,Office Supplies,Storage,8.928
CA-2018-167752,2018-01-15,2018,1,1,January,3,Monday,RW-19690,Consumer,United States,Pennsylvania,Philadelphia,OFF-AP-10000159,Office Supplies,Appliances,34.384
CA-2018-167752,2018-01-15,2018,1,1,January,3,Monday,RW-19690,Consumer,United States,Pennsylvania,Philadelphia,OFF-AP-10002945,Office Supplies,Appliances,1924.16
US-2016-122140,2016-04-02,2016,2,4,April,13,Saturday,MO-17950,Consumer,United States,Texas,Dallas,OFF-AP-10001242,Office Supplies,Appliances,32.192
US-2016-122140,2016-04-02,2016,2,4,April,13,Saturday,MO-17950,Consumer,United States,Texas,Dallas,TEC-AC-10003038,Technology,Accessories,50.12
US-2016-122140,2016-04-02,2016,2,4,April,13,Saturday,MO-17950,Consumer,United States,Texas,Dallas,TEC-AC-10003289,Technology,Accessories,47.976
CA-2017-163986,2017-09-03,2017,3,9,September,35,Sunday,JJ-15445,Consumer,United States,Wisconsin,Waukesha,OFF-ST-10000918,Office Supplies,Storage,54.5
CA-2018-158967,2018-12-10,2018,4,12,December,50,Monday,BT-11680,Consumer,United States,Florida,Fort Lauderdale,FUR-FU-10001940,Furniture,Furnishings,19.104
CA-2017-131576,2017-11-22,2017,4,11,November,47,Wednesday,RD-19585,Consumer,United States,Michigan,Detroit,OFF-BI-10002852,Office Supplies,Binders,49.44
CA-2018-143455,2018-11-11,2018,4,11,November,45,Sunday,ML-17755,Home Office,United States,Ohio,Springfield,OFF-PA-10004451,Office Supplies,Paper,10.368
CA-2017-144729,2017-10-21,2017,4,10,October,42,Saturday,JE-15745,Consumer,United States,California,San Diego,OFF-ST-10004804,Office Supplies,Storage,154.44
CA-2016-127019,2016-12-21,2016,4,12,December,51,Wednesday,ER-13855,Corporate,United States,Colorado,Colorado Springs,OFF-AP-10003971,Office Supplies,Appliances,60.984
CA-2016-138534,2016-07-17,2016,3,7,July,28,Sunday,JM-15535,Consumer,United States,California,Bakersfield,FUR-BO-10003159,Furniture,Bookcases,195.466
CA-2018-108322,2018-04-30,2018,2,4,April,18,Monday,SS-20140,Corporate,United States,Florida,Pompano Beach,FUR-FU-10001935,Furniture,Furnishings,23.68
CA-2018-108322,2018-04-30,2018,2,4,April,18,Monday,SS-20140,Corporate,United States,Florida,Pompano Beach,TEC-AC-10003433,Technology,Accessories,2.376
CA-2018-167668,2018-05-06,2018,2,5,May,18,Sunday,TC-21295,Consumer,United States,New York,New York City,OFF-LA-10004544,Office Supplies,Labels,59.2
CA-2018-146724,2018-11-20,2018,4,11,November,47,Tuesday,HG-15025,Consumer,United States,Minnesota,Lakeville,OFF-AR-10001026,Office Supplies,Art,22.0
CA-2017-139878,2017-11-11,2017,4,11,November,45,Saturday,LD-17005,Consumer,United States,Michigan,Detroit,TEC-PH-10001336,Technology,Phones,257.98
US-2017-106677,2017-11-05,2017,4,11,November,44,Sunday,AS-10285,Corporate,United States,Pennsylvania,Philadelphia,TEC-PH-10003187,Technology,Phones,23.988
CA-2017-116974,2017-10-09,2017,4,10,October,41,Monday,MP-17965,Corporate,United States,Ohio,Troy,TEC-PH-10004897,Technology,Phones,23.976
CA-2016-149972,2016-09-21,2016,3,9,September,38,Wednesday,CD-12790,Home Office,United States,California,Los Angeles,FUR-CH-10004997,Furniture,Chairs,601.536
CA-2016-149972,2016-09-21,2016,3,9,September,38,Wednesday,CD-12790,Home Office,United States,California,Los Angeles,OFF-FA-10002763,Office Supplies,Fasteners,7.9
US-2015-117744,2015-12-02,2015,4,12,December,49,Wednesday,MD-17860,Corporate,United States,Texas,Corpus Christi,FUR-FU-10001588,Furniture,Furnishings,58.36
US-2015-117744,2015-12-02,2015,4,12,December,49,Wednesday,MD-17860,Corporate,United States,Texas,Corpus Christi,OFF-AR-10000940,Office Supplies,Art,16.464
US-2015-117744,2015-12-02,2015,4,12,December,49,Wednesday,MD-17860,Corporate,United States,Texas,Corpus Christi,FUR-FU-10002759,Furniture,Furnishings,39.96
CA-2015-125514,2015-09-21,2015,3,9,September,39,Monday,BM-11650,Corporate,United States,Nebraska,Omaha,OFF-AP-10000358,Office Supplies,Appliances,25.96
CA-2015-125514,2015-09-21,2015,3,9,September,39,Monday,BM-11650,Corporate,United States,Nebraska,Omaha,OFF-AP-10003281,Office Supplies,Appliances,36.27
CA-2015-125514,2015-09-21,2015,3,9,September,39,Monday,BM-11650,Corporate,United States,Nebraska,Omaha,OFF-PA-10000029,Office Supplies,Paper,6.48
CA-2015-154599,2015-04-12,2015,2,4,April,15,Sunday,KN-16450,Corporate,United States,California,Redondo Beach,TEC-PH-10001557,Technology,Phones,1075.088
CA-2015-154599,2015-04-12,2015,2,4,April,15,Sunday,KN-16450,Corporate,United States,California,Redondo Beach,TEC-PH-10000576,Technology,Phones,438.368
CA-2015-154599,2015-04-12,2015,2,4,April,15,Sunday,KN-16450,Corporate,United States,California,Redondo Beach,OFF-BI-10002764,Office Supplies,Binders,18.088
CA-2015-154599,2015-04-12,2015,2,4,April,15,Sunday,KN-16450,Corporate,United States,California,Redondo Beach,FUR-BO-10001337,Furniture,Bookcases,308.499
CA-2018-158743,2018-10-20,2018,4,10,October,42,Saturday,IG-15085,Consumer,United States,Arkansas,Little Rock,OFF-AR-10002257,Office Supplies,Art,13.36
CA-2018-158743,2018-10-20,2018,4,10,October,42,Saturday,IG-15085,Consumer,United States,Arkansas,Little Rock,OFF-PA-10001019,Office Supplies,Paper,39.96
CA-2018-158743,2018-10-20,2018,4,10,October,42,Saturday,IG-15085,Consumer,United States,Arkansas,Little Rock,OFF-BI-10003364,Office Supplies,Binders,145.85
CA-2017-153318,2017-10-25,2017,4,10,October,43,Wednesday,JS-15595,Corporate,United States,Florida,Miami,TEC-PH-10000984,Technology,Phones,783.96
US-2016-110163,2016-11-01,2016,4,11,November,44,Tuesday,GA-14725,Consumer,United States,Oregon,Salem,OFF-AR-10001683,Office Supplies,Art,7.88
CA-2018-143329,2018-11-03,2018,4,11,November,44,Saturday,DL-13330,Consumer,United States,New Mexico,Las Cruces,FUR-FU-10000629,Furniture,Furnishings,41.37
CA-2016-159380,2016-05-12,2016,2,5,May,19,Thursday,CS-12505,Consumer,United States,California,San Francisco,OFF-PA-10003893,Office Supplies,Paper,12.84
CA-2016-159380,2016-05-12,2016,2,5,May,19,Thursday,CS-12505,Consumer,United States,California,San Francisco,OFF-PA-10004239,Office Supplies,Paper,25.68
CA-2016-122623,2016-09-07,2016,3,9,September,36,Wednesday,CC-12145,Consumer,United States,Texas,El Paso,FUR-CH-10000553,Furniture,Chairs,47.516
CA-2016-148635,2016-07-25,2016,3,7,July,30,Monday,MH-18025,Consumer,United States,Washington,Seattle,OFF-FA-10004395,Office Supplies,Fasteners,9.42
CA-2016-148635,2016-07-25,2016,3,7,July,30,Monday,MH-18025,Consumer,United States,Washington,Seattle,OFF-PA-10004782,Office Supplies,Paper,12.96
CA-2016-148635,2016-07-25,2016,3,7,July,30,Monday,MH-18025,Consumer,United States,Washington,Seattle,FUR-BO-10002213,Furniture,Bookcases,704.9
CA-2016-148635,2016-07-25,2016,3,7,July,30,Monday,MH-18025,Consumer,United States,Washington,Seattle,FUR-CH-10001854,Furniture,Chairs,561.568
CA-2016-135685,2016-11-16,2016,4,11,November,46,Wednesday,MP-18175,Home Office,United States,Wisconsin,Milwaukee,OFF-PA-10000157,Office Supplies,Paper,179.82
CA-2016-135685,2016-11-16,2016,4,11,November,46,Wednesday,MP-18175,Home Office,United States,Wisconsin,Milwaukee,FUR-FU-10001185,Furniture,Furnishings,185.58
CA-2016-135685,2016-11-16,2016,4,11,November,46,Wednesday,MP-18175,Home Office,United States,Wisconsin,Milwaukee,FUR-TA-10001520,Furniture,Tables,214.11
CA-2016-135685,2016-11-16,2016,4,11,November,46,Wednesday,MP-18175,Home Office,United States,Wisconsin,Milwaukee,TEC-AC-10004145,Technology,Accessories,999.96
CA-2016-135685,2016-11-16,2016,4,11,November,46,Wednesday,MP-18175,Home Office,United States,Wisconsin,Milwaukee,FUR-TA-10000688,Furniture,Tables,653.55
CA-2016-104626,2016-09-01,2016,3,9,September,35,Thursday,DR-12940,Home Office,United States,Massachusetts,Franklin,OFF-BI-10001510,Office Supplies,Binders,114.6
CA-2016-104626,2016-09-01,2016,3,9,September,35,Thursday,DR-12940,Home Office,United States,Massachusetts,Franklin,FUR-CH-10003817,Furniture,Chairs,60.74
CA-2016-104626,2016-09-01,2016,3,9,September,35,Thursday,DR-12940,Home Office,United States,Massachusetts,Franklin,FUR-FU-10000308,Furniture,Furnishings,124.36
CA-2016-104626,2016-09-01,2016,3,9,September,35,Thursday,DR-12940,Home Office,United States,Massachusetts,Franklin,OFF-ST-10003208,Office Supplies,Storage,1088.76
CA-2017-160500,2017-05-05,2017,2,5,May,18,Friday,DM-13015,Consumer,United States,California,Encinitas,OFF-BI-10003784,Office Supplies,Binders,6.72
CA-2017-160500,2017-05-05,2017,2,5,May,18,Friday,DM-13015,Consumer,United States,California,Encinitas,FUR-TA-10003748,Furniture,Tables,298.776
CA-2017-100202,2017-12-31,2017,4,12,December,52,Sunday,BD-11620,Consumer,United States,California,Anaheim,TEC-PH-10002563,Technology,Phones,302.376
CA-2018-131016,2018-09-18,2018,3,9,September,38,Tuesday,DC-12850,Consumer,United States,Texas,Arlington,OFF-AR-10000122,Office Supplies,Art,8.928
CA-2018-131016,2018-09-18,2018,3,9,September,38,Tuesday,DC-12850,Consumer,United States,Texas,Arlington,OFF-ST-10000352,Office Supplies,Storage,47.584
US-2015-112914,2015-09-25,2015,3,9,September,39,Friday,MT-18070,Home Office,United States,Texas,Houston,OFF-PA-10003270,Office Supplies,Paper,33.792
US-2015-112914,2015-09-25,2015,3,9,September,39,Friday,MT-18070,Home Office,United States,Texas,Houston,FUR-BO-10003272,Furniture,Bookcases,300.5328
US-2015-112914,2015-09-25,2015,3,9,September,39,Friday,MT-18070,Home Office,United States,Texas,Houston,OFF-BI-10002982,Office Supplies,Binders,2.724
US-2015-112914,2015-09-25,2015,3,9,September,39,Friday,MT-18070,Home Office,United States,Texas,Houston,OFF-EN-10001509,Office Supplies,Envelopes,3.264
CA-2017-124149,2017-04-23,2017,2,4,April,16,Sunday,MJ-17740,Consumer,United States,Ohio,Lancaster,OFF-PA-10002421,Office Supplies,Paper,108.336
CA-2017-124149,2017-04-23,2017,2,4,April,16,Sunday,MJ-17740,Consumer,United States,Ohio,Lancaster,OFF-ST-10000760,Office Supplies,Storage,55.92
CA-2017-124149,2017-04-23,2017,2,4,April,16,Sunday,MJ-17740,Consumer,United States,Ohio,Lancaster,OFF-PA-10002923,Office Supplies,Paper,78.304
